,event_hash,variable,place_hash,name_cleaner_a,name_cleaner_b,rex_match,string_dist_osa
15674,a1583da1ebe7ba35,V10,cdfe2b1cf485eb8c,aberdares,mucharage roadd,0,12
21483,f81283e23a03d9ba,V2,1408687b5ea2fd56,aberdares,muirs massif,0,10
21482,f81283e23a03d9ba,V1,ac70866bdfe9cb65,aberdares,muirsmassif,0,9
13635,8a6ee6232412a165,V10,fa4f6627b149c8d0,aberdares,muller,0,8
5686,31a1eb35b7ad1805,V1,f8c231b0d6a5fb45,aberdares,mununga,0,9
5691,31a1eb35b7ad1805,V8,7ecaba25fab956f1,aberdares,mununga forest guard post,0,20
5690,31a1eb35b7ad1805,V5,dec34ac427e210cd,aberdares,mununga track,0,11
5687,31a1eb35b7ad1805,V2,cd2479763aa449f9,aberdares,munungatrack,0,10
14390,9209b28ef590ca89,V4,c24a20f2bbaf2d77,aberdares,ndaragwa,0,7
16548,ac17803addf36368,V10,2559b02d4cf8b752,aberdares,nyeri forest,0,7
16327,a91d96f38a50db54,V10,cad3c52b1d7e6be2,aberdares,nyeri settled area,0,12
15669,a1583da1ebe7ba35,V1,9654163eb95d817f,aberdares,nyeriaberdares,0,5
14515,92d5f27cbfd3cd7b,V9,71a8391d60d28c31,aberdares,ol gojera,0,8
17380,b79b14519132d16e,V5,2e847a4045b95556,aberdares,ol gojera farm,0,11
17057,b3c62a2d8a3ed6ed,V5,96a3b0486935ca0b,aberdares,op epson,0,9
14393,9209b28ef590ca89,V10,734b911fff7f00ad,aberdares,pesi,0,8
13630,8a6ee6232412a165,V4,02a00e83f108ad8b,aberdares,petersen,0,7
17630,ba94ec059fd232d1,V7,6dec2db17058464e,aberdares,prohibited area,0,10
17633,ba94ec059fd232d1,V10,ec6fb4adf19965d4,aberdares,rwathia road,0,10
17632,ba94ec059fd232d1,V9,27d63fb5c5233a6d,aberdares,rwathia road loc 12,0,16
14391,9209b28ef590ca89,V5,2496efe6ce51d4dc,aberdares,shamata,0,8
13958,8e3a98edc6af24ce,V8,f4fdf7cf7ab0192a,aberdares,sharpes road,0,10
13957,8e3a98edc6af24ce,V7,e0fb3acf207633d8,aberdares,sharps road,0,9
21487,f81283e23a03d9ba,V10,329df083dfbf448e,aberdares,simbara,0,7
21486,f81283e23a03d9ba,V9,3c41de4e12d8b7ed,aberdares,simbara hill,0,10
13223,84dcfba978415273,V5,d4ee61423e575045,aberdares,soko mjinga,0,11
17628,ba94ec059fd232d1,V5,2cc41e06c6e4aacb,aberdares,south kinangop,0,13
13627,8a6ee6232412a165,V1,93392a834631b4e2,aberdares,supuko lereko,0,11
1323,0b0f723704f1b70f,V2,71223e99718d9687,aberdares,swift,0,9
1326,0b0f723704f1b70f,V6,9aab6d2c2c7fc04e,aberdares,tfalls,0,7
15484,9e589ff63eb1cb64,V9,7e37902357585c36,aberdares,tucha,0,8
17624,ba94ec059fd232d1,V1,d04e4307666211b6,aberdares,tuthe,0,8
17625,ba94ec059fd232d1,V2,5669695d9f31898c,aberdares,tutho,0,9
17629,ba94ec059fd232d1,V6,100cdf7c8ef40a54,aberdares,tuthu,0,9
13956,8e3a98edc6af24ce,V6,9bd1b1e33b948de2,aberdares,van bl rk,0,8
13952,8e3a98edc6af24ce,V2,bf232e6144b38730,aberdares,van deventer,0,9
16324,a91d96f38a50db54,V1,06e4932e8f58b6d8,aberdares,wahiea,0,8
14392,9209b28ef590ca89,V7,d5911b458dacc2a5,aberdares,wainewright,0,9
13955,8e3a98edc6af24ce,V5,4228f4a6133d2ded,aberdares,wvan blerk,0,9
16547,ac17803addf36368,V8,e2726fcb488a2d35,aberdares,zaina,0,8
16163,a775939fed2bbeb1,V2,b54a8aa0e0f0e6cc,aberdares fhall,forest boundar,0,13
16164,a775939fed2bbeb1,V3,40899c30a1a1959d,aberdares fhall,forest boundary loc 13,0,18
16169,a775939fed2bbeb1,V10,f828663e74956ac1,aberdares fhall,gacharageini sublocation,0,19
16166,a775939fed2bbeb1,V5,2109ea03af2a8e79,aberdares fhall,kiamuturi forest guard post,0,20
16167,a775939fed2bbeb1,V8,093c7ec2d812fe81,aberdares fhall,kiamuturiforestguardpost,0,18
16165,a775939fed2bbeb1,V4,0ca0b341258a33d8,aberdares fhall,op epson,0,14
16168,a775939fed2bbeb1,V9,5bac95772cda7cab,aberdares fhall,tohanara,0,12
9329,5827f8adb2e8cf32,V9,98ff6862293c0ca5,aceandall,blackbeards,0,8
9326,5827f8adb2e8cf32,V3,bdfa199e28546ad2,aceandall,blackbeards farm,0,10
9325,5827f8adb2e8cf32,V2,f91092d3abc7b17d,aceandall,kp randalls farm,0,10
9327,5827f8adb2e8cf32,V4,b66faf1fa612154c,aceandall,segara,0,7
9330,5827f8adb2e8cf32,V10,44f2eb2f523368b8,aceandall,segera,0,7
9328,5827f8adb2e8cf32,V7,897e24a13a3c7b7e,aceandall,segera ranch,0,9
21696,fc5871f80c46990c,V2,90816a6e684d0efb,aeaggatts farm,emborifarm,0,9
21698,fc5871f80c46990c,V4,450911154e503329,aeaggatts farm,kalalufarm,0,8
21702,fc5871f80c46990c,V8,0d6c31eb90c3fd38,aeaggatts farm,liki,0,14
21697,fc5871f80c46990c,V3,6bb52b29de8f9f6d,aeaggatts farm,lolboibor,0,13
21703,fc5871f80c46990c,V10,3dd842ace506ca6f,aeaggatts farm,lydford farm,0,9
21701,fc5871f80c46990c,V7,28aeec25c2afda38,aeaggatts farm,namanyaraboo,0,12
21700,fc5871f80c46990c,V6,a6daabbbc62eeb49,aeaggatts farm,ngorok,0,13
21699,fc5871f80c46990c,V5,bcc26a3302d8f475,aeaggatts farm,tulolong,0,13
11601,729bc9b11d7090ae,V8,47cda1e9950edd4e,aggatt farm,kiamariga,0,10
11598,729bc9b11d7090ae,V5,b7781cdad318aa95,aggatt farm,laikipia county,0,13
11599,729bc9b11d7090ae,V6,39137680092be0e9,aggatt farm,laikipia district,0,14
11600,729bc9b11d7090ae,V7,29b73bd2ec95732d,aggatt farm,sambururanch,0,11
11602,729bc9b11d7090ae,V10,5021cd19e07a9048,aggatt farm,saw mill,0,9
11597,729bc9b11d7090ae,V2,7108a77e13febc96,aggatt farm,surugoi,0,11
9427,59ae194f8b5c55dc,V3,5f7acdca6437d1ce,aggett,booth,0,5
13705,8b3ed777e4dd6acf,V8,fa15c990001bcad2,aggett,glenroy,0,6
13706,8b3ed777e4dd6acf,V9,e3916c5b637fdac9,aggett,glenroy farm,0,11
13707,8b3ed777e4dd6acf,V10,7e677a21d53d5b15,aggett,griffiths,0,8
13701,8b3ed777e4dd6acf,V1,a2f3f641527c3a98,aggett,kiamariga,0,8
9426,59ae194f8b5c55dc,V1,3804235693770525,aggett,kifuku,0,6
13704,8b3ed777e4dd6acf,V7,b6108d8fb0f60eec,aggett,kipkitur,0,7
19951,dee8ee8f8e3efb2c,V6,a36f3fc5ae6f4f60,aggett,lombala ranch,0,12
19952,dee8ee8f8e3efb2c,V9,aa1897d34629ff5e,aggett,lombalaranch,0,11
13702,8b3ed777e4dd6acf,V4,088bf44c080b3b05,aggett,mutaro ranch,0,11
13703,8b3ed777e4dd6acf,V6,ab7c65f94cbc3b96,aggett,mutaroranch,0,10
9429,59ae194f8b5c55dc,V6,c443012ccdb4cb5f,aggett,pesi,0,5
9431,59ae194f8b5c55dc,V8,051fe0f36c7ea7cd,aggett,pesi swamp,0,10
9430,59ae194f8b5c55dc,V7,d74d5d49dffc0eed,aggett,posi swamp,0,10
19953,dee8ee8f8e3efb2c,V10,b9299f7d8e28a5fd,aggett,rombala,0,7
15573,a006d763440bc852,V7,3f02bb0e562f2283,aggetts farm,hooks farm,0,6
15574,a006d763440bc852,V8,9ec918f392d672ad,aggetts farm,mpala,0,11
15572,a006d763440bc852,V6,687fb1a8ed0245f0,aggetts farm,mpala farm,0,7
15575,a006d763440bc852,V9,dda28a6f8e903f56,aggetts farm,ngadurumuto,0,11
15571,a006d763440bc852,V3,542f23e9720ebfcd,aggetts farm,princess hilda bridge,0,17
15570,a006d763440bc852,V2,0ba5df49dd480ff1,aggetts farm,princesshildabridge,0,16
5605,30de5a541a7e03db,V10,98ff6862293c0ca5,agrandall farm,blackbeards,0,12
5602,30de5a541a7e03db,V2,31c7d89a6dc5b127,agrandall farm,segara,0,12
5603,30de5a541a7e03db,V5,897e24a13a3c7b7e,agrandall farm,segera ranch,0,12
5604,30de5a541a7e03db,V9,7c94b9f8312fc100,agrandall farm,segerai engare,0,11
18653,ca2080aa8eca1f1b,V1,1020b5c88d726f2c,aguthi,chania river,0,10
17249,b5e4071bf702925b,V4,a55fa73bcb0e8833,aguthi,gachima,0,5
17247,b5e4071bf702925b,V2,3e19f47b729be550,aguthi,gacima,0,5
12886,80d3cb63f9a0548e,V2,8ae164181899a65f,aguthi,gaikonde,0,7
12553,7d171fd6e6a9624f,V5,0adc9f87d5993b70,aguthi,gakuoini,0,5
12551,7d171fd6e6a9624f,V3,650e6b9e918b4d69,aguthi,gathagana,0,7
1970,0f37ef5786c47780,V4,eed0812dd59d0cbb,aguthi,gatitu,0,5
17250,b5e4071bf702925b,V10,24d76dc73113ce53,aguthi,gichira,0,5
12550,7d171fd6e6a9624f,V2,1877d3de952facc2,aguthi,gura,0,4
18657,ca2080aa8eca1f1b,V8,e1564fd20d443191,aguthi,kabago forest,0,11
17248,b5e4071bf702925b,V3,8cc6d4784f75f9bb,aguthi,kachima,0,6
12552,7d171fd6e6a9624f,V4,f3e9766dcf4ca632,aguthi,kagumba,0,4
1973,0f37ef5786c47780,V9,99479b6bab4c3dda,aguthi,kagumo,0,4
12887,80d3cb63f9a0548e,V3,3924c11d48282198,aguthi,kaigonde,0,6
12555,7d171fd6e6a9624f,V7,571a04bb68654021,aguthi,kanyeeru,0,7
12888,80d3cb63f9a0548e,V8,0dfc3f8fb67a1757,aguthi,karie,0,6
12549,7d171fd6e6a9624f,V1,1297111c4c580223,aguthi,karogoto,0,6
1974,0f37ef5786c47780,V10,8da4182244891647,aguthi,kiamara,0,7
1971,0f37ef5786c47780,V7,ead407fde4e657de,aguthi,kuruguru,0,7
12890,80d3cb63f9a0548e,V10,091137128e6c2ab2,aguthi,muhoko,0,6
1969,0f37ef5786c47780,V2,600d5690ffd5e2d5,aguthi,mutathiini,0,7
12889,80d3cb63f9a0548e,V9,d98ef09745d26916,aguthi,ndunduguthu,0,7
12554,7d171fd6e6a9624f,V6,24ca45126d7fb26f,aguthi,ngunguru,0,6
18655,ca2080aa8eca1f1b,V4,f8c5757521a5ddb4,aguthi,riamokurwe parish,0,14
18659,ca2080aa8eca1f1b,V10,aacb7686eb3fb4df,aguthi,riamukurwe,0,8
18658,ca2080aa8eca1f1b,V9,1bdee13d542482e8,aguthi,river chania,0,10
12885,80d3cb63f9a0548e,V1,e0fc7478330bd692,aguthi,sagana,0,5
18654,ca2080aa8eca1f1b,V2,8c3580422f44431f,aguthi,thunguma,0,7
18656,ca2080aa8eca1f1b,V5,e356af39f3199327,aguthi,thunguma medical clinic,0,20
1972,0f37ef5786c47780,V8,500ae088ba35f5bb,aguthi,total petrol station,0,17
14796,964ddfaa76c8bd13,V4,a55fa73bcb0e8833,aguthi loc,gachima,0,7
14794,964ddfaa76c8bd13,V2,3e19f47b729be550,aguthi loc,gacima,0,8
14797,964ddfaa76c8bd13,V10,24d76dc73113ce53,aguthi loc,gichira,0,7
14795,964ddfaa76c8bd13,V3,8cc6d4784f75f9bb,aguthi loc,kachima,0,8
10970,6bc499a6e6590f56,V5,c82cecfe306b9a7a,aguthi loc snr,gaaki sublocation,0,12
10968,6bc499a6e6590f56,V3,1442734f13a733e6,aguthi loc snr,geki aguthi loc,0,9
10969,6bc499a6e6590f56,V4,61165f53a10dabcc,aguthi loc snr,kiawaithanji,0,13
4798,28f1f1f2d071ddcb,V5,293a9a2e3abe565b,ahooks farm,7 kar lines,0,11
4796,28f1f1f2d071ddcb,V3,a922e502aabc1321,ahooks farm,canyon farm,0,5
4797,28f1f1f2d071ddcb,V4,c9a97c1c37d3c368,ahooks farm,flagstaff house,0,13
4801,28f1f1f2d071ddcb,V10,1263237683e98870,ahooks farm,kirugutu,0,11
4799,28f1f1f2d071ddcb,V6,b787cd6a231233ee,ahooks farm,liki north,0,9
4800,28f1f1f2d071ddcb,V9,e6dfe00c3cfbb068,ahooks farm,likinorth,0,10
8516,4f4cdbb2a366f1e0,V5,70ec0c43d5489d32,airfield camp,ilaingok,0,11
8515,4f4cdbb2a366f1e0,V4,34a1f737d01b0d56,airfield camp,ilngwesisection,0,13
8518,4f4cdbb2a366f1e0,V8,5cf66ce5a2313db1,airfield camp,loltimi doinyo,0,12
8517,4f4cdbb2a366f1e0,V6,a3999fbe9527e053,airfield camp,marura,0,11
8519,4f4cdbb2a366f1e0,V9,f64cd5071fc24f5f,airfield camp,oltulili,0,12
8520,4f4cdbb2a366f1e0,V10,ea3650b2bd632129,airfield camp,upepo stadium,0,13
8514,4f4cdbb2a366f1e0,V3,5ff2566aec4f5655,airfield camp,waste water collection,0,18
8475,4f06b49eb585aea7,V5,70ec0c43d5489d32,airfield camp nanyuki,ilaingok,0,16
8474,4f06b49eb585aea7,V4,34a1f737d01b0d56,airfield camp nanyuki,ilngwesisection,0,19
8477,4f06b49eb585aea7,V8,5cf66ce5a2313db1,airfield camp nanyuki,loltimi doinyo,0,17
8476,4f06b49eb585aea7,V6,a3999fbe9527e053,airfield camp nanyuki,marura,0,18
8478,4f06b49eb585aea7,V9,f64cd5071fc24f5f,airfield camp nanyuki,oltulili,0,19
8479,4f06b49eb585aea7,V10,ea3650b2bd632129,airfield camp nanyuki,upepo stadium,0,17
8473,4f06b49eb585aea7,V3,5ff2566aec4f5655,airfield camp nanyuki,waste water collection,0,20
16446,aaeded374adb7010,V5,a55089ed186999ff,akachiu,atheru,0,5
16444,aaeded374adb7010,V2,b6cd474fe5680167,akachiu,atheru ruujine,0,12
16445,aaeded374adb7010,V4,334b2c70f95979c9,akachiu,atheru ruujine sublocation,0,23
1067,08f5ace4fd5b681e,V2,f8a91ad5acb6b597,akira ranch,nape indoinyo,0,11
1068,08f5ace4fd5b681e,V3,8fc3e0a0a06e96d1,akira ranch,olooltepesescarpment,0,19
1070,08f5ace4fd5b681e,V10,488cdb2ae1aaa4bc,akira ranch,st dominic catholic church,0,21
1069,08f5ace4fd5b681e,V4,9fd8463441510948,akira ranch,suswa,0,10
10542,65ca6c3107b16e0c,V10,365b5f878c0efc17,allan davies,hash nyeri  petrol station a better future,0,36
10539,65ca6c3107b16e0c,V6,fc6099a3817cb2c4,allan davies,kobil petrol station,0,16
10540,65ca6c3107b16e0c,V7,565bfb7c54625f34,allan davies,mukaro,0,11
10538,65ca6c3107b16e0c,V5,7326e3b4c53bcfcb,allan davies,nyeri,0,10
10541,65ca6c3107b16e0c,V9,eccef3e2cec842d4,allan davies,sikh temple road,0,15
1967,0f377cb2bc852734,V10,365b5f878c0efc17,allan davies farm,hash nyeri  petrol station a better future,0,33
1964,0f377cb2bc852734,V6,fc6099a3817cb2c4,allan davies farm,kobil petrol station,0,17
1965,0f377cb2bc852734,V7,565bfb7c54625f34,allan davies farm,mukaro,0,15
1963,0f377cb2bc852734,V5,7326e3b4c53bcfcb,allan davies farm,nyeri,0,14
1966,0f377cb2bc852734,V9,eccef3e2cec842d4,allan davies farm,sikh temple road,0,15
21761,fd4673f9ccedf422,V10,365b5f878c0efc17,allan davies land,hash nyeri  petrol station a better future,0,35
21758,fd4673f9ccedf422,V6,fc6099a3817cb2c4,allan davies land,kobil petrol station,0,17
21759,fd4673f9ccedf422,V7,565bfb7c54625f34,allan davies land,mukaro,0,16
21757,fd4673f9ccedf422,V5,7326e3b4c53bcfcb,allan davies land,nyeri,0,15
21760,fd4673f9ccedf422,V9,eccef3e2cec842d4,allan davies land,sikh temple road,0,14
974,081e6ea3b90c0136,V9,9b77fe07f0b9a21a,allisons farm,de bruin,0,13
968,081e6ea3b90c0136,V2,4471aa5e0c6c61b0,allisons farm,golden acres farm,0,10
969,081e6ea3b90c0136,V3,ba499477b50d63be,allisons farm,hoogenogg farm,0,8
970,081e6ea3b90c0136,V4,1614f4f4f7774d9b,allisons farm,matindiri,0,10
975,081e6ea3b90c0136,V10,d516ea22966ad2c3,allisons farm,matindiri settlement,0,16
971,081e6ea3b90c0136,V6,7922ec9d3656470a,allisons farm,sabugu,0,12
973,081e6ea3b90c0136,V8,b599190ce983f8fa,allisons farm,sabugu east,0,11
972,081e6ea3b90c0136,V7,aece055f765c04d0,allisons farm,subugu,0,12
14802,964e4bed2e973c2e,V5,dfff9d7e5de60edd,alse ltd,chitohi,0,8
14801,964e4bed2e973c2e,V4,82db11f3df6bed01,alse ltd,gitahi,0,8
14800,964e4bed2e973c2e,V3,62c161e32ad79baf,alse ltd,table mountain,0,10
14799,964e4bed2e973c2e,V2,e04213c0696d2dab,alse ltd,tablemountain,0,10
1170,0996ddb39e3805c1,V2,f25f8f3c0da1598f,andersen,johnstones farm,0,13
1171,0996ddb39e3805c1,V3,106c66e2598177fd,andersen,mekaro,0,7
1174,0996ddb39e3805c1,V10,30eee7883459e84a,andersen,nandarasisettlement,0,12
1173,0996ddb39e3805c1,V6,8d2ee9bee40cc49c,andersen,north kinangop,0,13
1172,0996ddb39e3805c1,V5,0dc0a1d39e891aac,andersen,slades,0,6
18111,c0e2593880b292f3,V3,740a96f2165f973c,andersens,bamboo,0,9
18112,c0e2593880b292f3,V5,6cc7b7762f892b00,andersens,flyover stage,0,10
18115,c0e2593880b292f3,V8,1437d0ed976962e4,andersens,grimwoods farm,0,13
18114,c0e2593880b292f3,V7,f9c3829a1a269d57,andersens,kamae,0,8
18116,c0e2593880b292f3,V9,a55cb45ef8a5b57f,andersens,kinari,0,8
18113,c0e2593880b292f3,V6,2df41a781e2b719a,andersens,magumu,0,9
18110,c0e2593880b292f3,V2,d4ee61423e575045,andersens,soko mjinga,0,10
2418,1368634878259ed5,V9,988d2eb500ddd15a,anderson,heni village,0,11
2416,1368634878259ed5,V6,10dbccfd4a147137,anderson,johansons farm,0,11
2419,1368634878259ed5,V10,7890618b9eb9c069,anderson,karati,0,7
2413,1368634878259ed5,V2,e8f83379e56acf9a,anderson,kinangop wind park,0,15
2415,1368634878259ed5,V5,a1b8981327ba0c46,anderson,kinungi,0,8
2414,1368634878259ed5,V3,4e426237d4e44272,anderson,magumu,0,8
2417,1368634878259ed5,V7,13dd359ba1a677a4,anderson,munyu estate,0,10
13759,8c1598d95f38c317,V8,f90970d79cd3428b,angato haado,belvedereestate,0,14
13754,8c1598d95f38c317,V2,fbd4fd8b88a61221,angato haado,dagorettiforest,0,13
13758,8c1598d95f38c317,V7,209d32020953516a,angato haado,gikuyu,0,11
13761,8c1598d95f38c317,V10,04589eb50af79a5c,angato haado,mosiro,0,10
13756,8c1598d95f38c317,V5,4e1e1ddbeecc1759,angato haado,nairobiarea,0,9
13757,8c1598d95f38c317,V6,0ef68ead359bdac5,angato haado,pangani,0,9
13760,8c1598d95f38c317,V9,d487d63ef6a6586e,angato haado,rungiri,0,11
13755,8c1598d95f38c317,V3,bc1e46c1b2e6549d,angato haado,thogoto,0,10
13334,86110a0328f4cf08,V9,28375acad55b9eaa,angerau,manyata,0,5
13333,86110a0328f4cf08,V8,3a36f6bdda1db739,angerau,manyatta,0,6
13331,86110a0328f4cf08,V4,38d8cedd4651c86f,angerau,six hills farm,0,13
13332,86110a0328f4cf08,V7,d5c5bc9eefa96a41,angerau,sixhillsfarm,0,11
5048,2abec237013be131,V4,28375acad55b9eaa,angeraud,manyata,0,6
5047,2abec237013be131,V3,3a36f6bdda1db739,angeraud,manyatta,0,7
5049,2abec237013be131,V7,bd54f38344a5649a,angeraud,ndaragwa settlement,0,16
8383,4e33b92625dfab54,V4,1e2d2193d010efee,anglo french power station,del monte kenya pinneapple farm,0,25
8384,4e33b92625dfab54,V5,260bf6736a5bf6d4,anglo french power station,dhiririki,0,23
8381,4e33b92625dfab54,V2,cbec48398405d184,anglo french power station,jujaestate,0,21
8382,4e33b92625dfab54,V3,bcfa05e6af529eb8,anglo french power station,kari dam,0,23
8385,4e33b92625dfab54,V6,f645fb385833bf5e,anglo french power station,lukenyasettlement,0,21
8387,4e33b92625dfab54,V9,28c42524fba5329c,anglo french power station,makongo primary school,0,20
8388,4e33b92625dfab54,V10,2cf55a56ce0dce17,anglo french power station,mitubiri,0,24
8386,4e33b92625dfab54,V7,d6d8dfc9381e6fd2,anglo french power station,thuthua,0,24
8695,50f43308fc8298c7,V7,b1af61e9545f3240,anstey,karameno,0,6
13570,894424ba54dae8f7,V6,e853d25b38d2c53f,anstey,lamuria,0,6
13569,894424ba54dae8f7,V5,7f1ae7758ecf60e2,anstey,lamuria farm,0,11
8694,50f43308fc8298c7,V6,4125928c12604082,anstey,liasho,0,6
8696,50f43308fc8298c7,V8,601f5010b353507a,anstey,liashu,0,6
13568,894424ba54dae8f7,V3,e540cd127674e1ca,anstey,nelson,0,6
13567,894424ba54dae8f7,V2,e1ec6d37ae3dbafd,anstey,nelsons farm,0,10
13566,894424ba54dae8f7,V1,85645289491f1ccf,anstey,nkaidini,0,7
13571,894424ba54dae8f7,V10,fcebbe8ccaeb78e6,anstey,ol orok lughunya,0,15
4291,2334dda1bd2e4413,V7,b1af61e9545f3240,anstey farm,karameno,0,10
4290,2334dda1bd2e4413,V6,4125928c12604082,anstey farm,liasho,0,11
4292,2334dda1bd2e4413,V8,601f5010b353507a,anstey farm,liashu,0,11
6671,3c0e9f1022c1fa3c,V6,4125928c12604082,ansteys,liasho,0,7
6672,3c0e9f1022c1fa3c,V7,601f5010b353507a,ansteys,liashu,0,7
4665,277e801c9a548d9e,V7,b1af61e9545f3240,ansteys farm,karameno,0,11
4664,277e801c9a548d9e,V6,4125928c12604082,ansteys farm,liasho,0,11
4666,277e801c9a548d9e,V8,601f5010b353507a,ansteys farm,liashu,0,11
2276,1203725ff1d5306d,V4,aa20902eae245e67,arbuthnots farm,northern naro moru,0,14
2274,1203725ff1d5306d,V2,6480a2b76fdbea8f,arbuthnots farm,northernnaromoru,0,13
2277,1203725ff1d5306d,V5,503030ae5f1b85e8,arbuthnots farm,southern naro moru,0,13
2275,1203725ff1d5306d,V3,8a603e47e5b14660,arbuthnots farm,southernnaromoru,0,12
2278,1203725ff1d5306d,V10,e3292fb1e219bc06,arbuthnots farm,to naromoru gate,0,13
16158,a767988b98884647,V6,361672453c8c7c58,armitage,broadleas farm,0,12
16160,a767988b98884647,V9,c7fed39379428f27,armitage,corbett,0,7
16161,a767988b98884647,V10,be82a105c3ebecd1,armitage,lesirko,0,7
16155,a767988b98884647,V2,e7786f62a693d981,armitage,loriento farm,0,10
16156,a767988b98884647,V3,c36579c403dece43,armitage,mwanda farm,0,9
16159,a767988b98884647,V7,24ebca0b665e474d,armitage,ol joro orok,0,11
16157,a767988b98884647,V4,dc618c4d9b1924f5,armitage,oljoro orok,0,10
16008,a555b7697814fbf7,V3,6a5466b5646db61f,armstrong,gilgil,0,9
16013,a555b7697814fbf7,V8,f9d0300a3ab24275,armstrong,heni village,0,11
16012,a555b7697814fbf7,V7,d96d52192898432d,armstrong,henivillage,0,10
16011,a555b7697814fbf7,V6,a1b8981327ba0c46,armstrong,kinungi,0,8
16010,a555b7697814fbf7,V5,cc305552816a7ce0,armstrong,knights,0,9
16014,a555b7697814fbf7,V10,c8b5fc4dfbbea5f3,armstrong,marangishu,0,8
16009,a555b7697814fbf7,V4,0be584618c3d2840,armstrong,weavers farm,0,10
6675,3c11749ded1e9df7,V3,6a5466b5646db61f,armstrongs farm,gilgil,0,14
13877,8d47697ce0160373,V8,f9d0300a3ab24275,armstrongs farm,heni village,0,14
13876,8d47697ce0160373,V7,d96d52192898432d,armstrongs farm,henivillage,0,14
6678,3c11749ded1e9df7,V6,a1b8981327ba0c46,armstrongs farm,kinungi,0,13
6679,3c11749ded1e9df7,V7,cc305552816a7ce0,armstrongs farm,knights,0,14
6681,3c11749ded1e9df7,V9,a8b5ecfb786e9658,armstrongs farm,mara ngishu estate,0,14
6680,3c11749ded1e9df7,V8,c8b5fc4dfbbea5f3,armstrongs farm,marangishu,0,11
6676,3c11749ded1e9df7,V4,0960714cd3f93ebc,armstrongs farm,spirits packaging line,0,18
6677,3c11749ded1e9df7,V5,0be584618c3d2840,armstrongs farm,weavers farm,0,8
18184,c1ff44f540220e74,V4,28375acad55b9eaa,augerand,manyata,0,7
18183,c1ff44f540220e74,V3,3a36f6bdda1db739,augerand,manyatta,0,8
18185,c1ff44f540220e74,V7,bd54f38344a5649a,augerand,ndaragwa settlement,0,15
19425,d67edc8ffb33b14a,V1,b5801dec6dde9037,augeraud,campbells,0,8
19428,d67edc8ffb33b14a,V5,4043f1d463d0f576,augeraud,kitiri,0,7
13217,84c22aa902722624,V1,87ccf1dc8d62c447,augeraud,leshaundaragwa location,0,19
13219,84c22aa902722624,V4,6e241b374fd3b242,augeraud,manyata,0,7
13220,84c22aa902722624,V5,5a46d474dde8a132,augeraud,manyatta,0,8
19429,d67edc8ffb33b14a,V6,4816e111f058a6ca,augeraud,nandarasi,0,6
13221,84c22aa902722624,V6,feb3bf3e9b53d633,augeraud,ndaragwa settlement,0,16
15668,a141d2f0be8c051e,V3,79a5cd96377d1f7b,augeraud,ndaragwasettlement,0,15
19427,d67edc8ffb33b14a,V3,ca2b6ad13dc709b7,augeraud,olorongoti settlement,0,19
19426,d67edc8ffb33b14a,V2,be391a82931d019f,augeraud,olorongotisettlement,0,18
2517,13f977386857b725,V7,0b6d3877301bda75,ayras farm,hicksons farm,0,7
2515,13f977386857b725,V5,eb48c99db4ce05fe,ayras farm,ilugwa,0,9
2514,13f977386857b725,V3,df794333a1571f5d,ayras farm,ngusishi,0,9
2516,13f977386857b725,V6,4eee148ca2cc2bc7,ayras farm,timau,0,9
6785,3d243661d15d4d76,V8,cd6f6c3da7f1b3dd,ayres farm,aggett,0,8
6783,3d243661d15d4d76,V3,eb48c99db4ce05fe,ayres farm,ilugwa,0,9
6786,3d243661d15d4d76,V9,df794333a1571f5d,ayres farm,ngusishi,0,9
6784,3d243661d15d4d76,V7,4eee148ca2cc2bc7,ayres farm,timau,0,9
7136,408f7f47b4db5653,V4,57b4396fdef03a2e,bahati forest,dondori store,0,10
7135,408f7f47b4db5653,V2,b553139bef45c48a,bahati forest,dondoristore,0,10
7134,408f7f47b4db5653,V1,8faa71bd2301d679,bahati forest,dundori,0,11
7137,408f7f47b4db5653,V7,da05ba9d23ad2fea,bahati forest,dundori store,0,10
12501,7c9b84c4f47030a8,V9,e71fe741f23a05b8,bahati forest,emgoshura farm,0,12
12499,7c9b84c4f47030a8,V7,aa25ec1572b1605c,bahati forest,emgoshurafarm,0,13
12500,7c9b84c4f47030a8,V8,ef9fbb2e11615925,bahati forest,engoshura farm,0,12
12494,7c9b84c4f47030a8,V2,bda7e2df8d18288d,bahati forest,kiamunyeki pcea church,0,19
12498,7c9b84c4f47030a8,V6,80dc6d262e799680,bahati forest,lanet primary school,0,16
12495,7c9b84c4f47030a8,V3,ba8d0adede757af1,bahati forest,lanet secondary school,0,17
12497,7c9b84c4f47030a8,V5,d4159c269a464052,bahati forest,moi forces road,0,11
12496,7c9b84c4f47030a8,V4,fd0d290c76bdb688,bahati forest,nakuru east primary school,0,21
7138,408f7f47b4db5653,V10,5be5f8b3509aac7d,bahati forest,wendo,0,12
16499,ab6348659d9333c3,V8,3691e690d51638b6,baker,king,0,5
16500,ab6348659d9333c3,V9,feacbd18f96c27b1,baker,laikipia,0,6
16496,ab6348659d9333c3,V5,5ed9a98357770ca4,baker,maeli saba,0,9
16495,ab6348659d9333c3,V2,b35747b1665b968c,baker,maina,0,4
21312,f56166b1a8da4a3b,V7,1f32e498bc34f404,baker,meyler,0,4
